4.105179874151965169e-01, 3.610013760002563354e-01, 2.284806365845471199e-01
4.103241902565601396e-01, 3.612316140763175421e-01, 2.284441956671222906e-01
4.101304712972675959e-01, 3.614616413146532481e-01, 2.284078873880791283e-01
4.099368306078987056e-01, 3.616914560464160600e-01, 2.283717133456852344e-01
4.097432682487141542e-01, 3.619210565994819273e-01, 2.283356751518038075e-01
4.095497842696677604e-01, 3.621504412983869714e-01, 2.282997744319452682e-01
4.093563787104173568e-01, 3.623796084642627591e-01, 2.282640128253199396e-01
4.091630516003354479e-01, 3.626085564147737417e-01, 2.282283919848908382e-01
4.089698029585200345e-01, 3.628372834640530287e-01, 2.281929135774270478e-01
4.087766327938047173e-01, 3.630657879226377727e-01, 2.281575792835574823e-01
4.085835411047679666e-01, 3.632940680974069414e-01, 2.281223907978251197e-01
4.083905278797428928e-01, 3.635221222915154815e-01, 2.280873498287415979e-01
4.081975930968261279e-01, 3.637499488043315909e-01, 2.280524580988423089e-01
4.080047367238861522e-01, 3.639775459313715489e-01, 2.280177173447421879e-01
4.078119587185721207e-01, 3.642049119642365995e-01, 2.279831293171913631e-01
4.076192590283211348e-01, 3.644320451905471159e-01, 2.279486957811316938e-01
4.074266375903665693e-01, 3.646589438938794281e-01, 2.279144185157540303e-01
4.072340943317440676e-01, 3.648856063537010974e-01, 2.278802993145548628e-01
4.070416291692997568e-01, 3.651120308453055241e-01, 2.278463399853947469e-01
4.068492420096954665e-01, 3.653382156397483316e-01, 2.278125423505561742e-01
4.066569327494158892e-01, 3.655641590037818078e-01, 2.277789082468023030e-01
4.064647012747736321e-01, 3.657898591997902349e-01, 2.277454395254362163e-01
4.062725474619148236e-01, 3.660153144857251073e-01, 2.277121380523601246e-01
4.060804711768244424e-01, 3.662405231150397400e-01, 2.276790057081357899e-01
4.058884722753307028e-01, 3.664654833366244313e-01, 2.276460443880448381e-01
4.056965506031096069e-01, 3.666901933947407932e-01, 2.276132560021495443e-01
4.055047059956890521e-01, 3.669146515289568589e-01, 2.275806424753540891e-01
4.053129382784523282e-01, 3.671388559740809687e-01, 2.275482057474667308e-01
4.051212472666415598e-01, 3.673628049600968226e-01, 2.275159477732615620e-01
4.049296327653608141e-01, 3.675864967120974214e-01, 2.274838705225416258e-01
4.047380945695788768e-01, 3.678099294502193417e-01, 2.274519759802017538e-01
4.045466324641311950e-01, 3.680331013895767334e-01, 2.274202661462921271e-01
4.043552462237221534e-01, 3.682560107401955385e-01, 2.273887430360823081e-01
4.041639356129271277e-01, 3.684786557069471558e-01, 2.273574086801257721e-01
4.039727003861929844e-01, 3.687010344894822156e-01, 2.273262651243248555e-01
4.037815402878399684e-01, 3.689231452821642998e-01, 2.272953144299956485e-01
