,0,1,2,3
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0002762557011050578,0.0,0.0,0.0
4,0.017092484160361958,0.0,0.0,0.0
5,0.08228528129227719,0.0,0.0,0.0
6,0.07614288891744785,2.745575809182047e-05,0.0,0.0
7,0.07122902983789994,0.0007569652299419654,0.0,0.0
8,0.06729832085245425,0.00947771279261375,0.0,0.0
9,0.06415406070252744,0.05628995697055016,0.0,0.0
10,0.06163974532288835,0.15101026487662889,5.1478160399283156e-08,0.0
11,0.059629238082282696,0.19326577737532644,3.225066179085503e-06,0.0
12,0.058021823575514206,0.23553810010689324,7.466967865386768e-05,0.0
13,0.05673703643801175,0.27511883233662676,0.000822457913741499,0.0
14,0.0557104353312603,0.31194669971690386,0.004656150304589914,0.0
15,0.05489043634480432,0.34603915716219436,0.013756831334889318,2.4548791952841424e-08
16,0.054235758628478695,0.3768827554612736,0.022429115049619374,1.4310250449574688e-06
17,0.05371336938430654,0.40410772845399456,0.02829264015661525,3.197471833956009e-05
18,0.05329683639700749,0.4276581562072079,0.031586656867699715,0.0003563976562688524
19,0.052965009081210344,0.44770446020573385,0.033216498067228276,0.002190465920975268
20,0.05270096301230637,0.46454282583357365,0.033934416913886184,0.00795495666632879
21,0.05249115541370646,0.4785296955873908,0.03420362467410225,0.018569747031310622
22,0.05232474944753985,0.4900395859177499,0.034270872794600685,0.03266857346362274
23,0.05219307355588047,0.4994369934352314,0.03425604636213876,0.047845995747118605
24,0.052089188846462894,0.507058941474774,0.034213309625606536,0.06203775134125683
25,0.05200754292046296,0.5132059030964667,0.034165368806321365,0.0741115578585907
26,0.05194369286303293,0.518138735943044,0.034120762209499195,0.0837863142563724
27,0.051894083574553274,0.5220794658242662,0.03408200919685705,0.09129157805079118
28,0.05185587038511377,0.5252142521807328,0.034049255740629635,0.0970518599822796
29,0.051826777105471795,0.527697389985846,0.03402182954086383,0.10149361913975
30,0.05180498243582404,0.5296556205749512,0.033998867855752776,0.10496389749241367
31,0.051789029068022026,0.5311923218554185,0.03397955015728551,0.10771666098783383
32,0.05177775094833577,0.5323913482883588,0.03396316946801204,0.10992852242357631
33,0.05177021507320369,0.5333204191301494,0.03394914165343016,0.11172109463055002
34,0.051765674914875964,0.5340340313280614,0.033936993359847394,0.1131800723692542
35,0.05176353315363808,0.5345759175902105,0.033926344555342484,0.11436855518218214
36,0.05176331185730955,0.5349810924475669,0.03391689149616874,0.11533532016450271
37,0.05176462862007269,0.535277537960343,0.03390839192805573,0.11611959420728131
38,0.05176717746989842,0.5354875817074974,0.03390065282098944,0.11675371579851661
39,0.0517707135917005,0.5356290164543189,0.03389352041927439,0.11726464950071906
40,0.05177504110371369,0.5357160056593027,0.03388687225249036,0.11767492670990556
