,total_score_hist,u_hist,speed_hist
0,0.0,1.033309289446544,1.0
1,0.0,1.033309289446544,1.006661857889309
2,1.5792147433502133e-06,1.033309289446544,1.011991344200756
3,0.0006900870389503119,1.033309289446544,1.0162549332499138
4,0.020847378758466106,1.033309289446544,1.01966580448924
5,0.041055430782431485,1.033309289446544,1.0223945014807008
6,0.0613040941928128,1.033309289446544,1.0245774590738694
7,0.08163224978221362,1.033309289446544,1.0263238251484044
8,0.10304162444832246,1.033309289446544,1.0277209180080324
9,0.13100172679332103,1.033309289446544,1.0288385922957348
10,0.1589814448418999,1.033309289446544,1.0297327317258969
11,0.1869865217902083,1.033309289446544,1.0304480432700265
12,0.2152064574101302,1.033309289446544,1.03102029250533
13,0.24516670195546544,1.033309289446544,1.0314780918935729
14,0.28049133371739704,1.033309289446544,1.0318443314041672
15,0.31582261159327873,1.033309289446544,1.0321373230126427
16,0.35117941114275664,1.033309289446544,1.032371716299423
17,0.3867495130574822,1.033309289446544,1.0325592309288474
18,0.4233714055149571,1.033309289446544,1.0327092426323867
19,0.4621059536165748,1.033309289446544,1.0328292519952182
20,0.5008395044527355,1.033309289446544,1.0329252594854834
21,0.5395714015025262,1.033309289446544,1.0330020654776957
22,0.5783011200676405,1.033309289446544,1.0330635102714654
23,0.6170282408871386,1.033309289446544,1.0331126661064811
24,0.6557524290346586,1.033309289446544,1.0331519907744937
25,0.6944734170400483,1.033309289446544,1.033183450508904
26,0.7331909913894816,1.033309289446544,1.033208618296432
27,0.7719049817276263,1.033309289446544,1.0332287525264545
28,0.8106152522209289,1.033309289446544,1.0332448599104724
29,0.8493216946494166,1.033309289446544,1.0332577458176868
30,0.8880242228810353,1.033309289446544,1.0332680545434583
31,0.9267227684518091,1.033309289446544,1.0332763015240756
32,0.9654172770305035,1.033309289446544,1.0332828991085694
33,1.0041077055907728,1.033309289446544,1.0332881771761644
34,1.0427940201492043,1.033309289446544,1.0332923996302403
35,1.0814761939560111,1.033309289446544,1.0332957775935012
36,1.1201542060477883,1.033309289446544,1.0332984799641098
37,1.1588280400898787,1.033309289446544,1.0333006418605968
38,1.1974976834503919,1.033309289446544,1.0333023713777862
39,1.2361631264595203,1.033309289446544,1.0333037549915378
40,1.2748243618170723,1.033309289446544,1.0333048618825391
41,1.3134813841185622,1.033309289446544,1.0333057473953402
42,1.3521341894761327,1.033309289446544,1.0333064558055811
43,1.3907827752153334,1.033309289446544,1.0333070225337737
44,1.429427139632576,1.033309289446544,1.0333074759163279
45,1.4680672818011227,1.033309289446544,1.0333078386223713
46,1.5067032014158996,1.033309289446544,1.033308128787206
